"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV19","TRAJ36","TRBV20-1","TRBJ2-3",1
"TRAV19","TRAJ37","TRBV19","TRBJ2-5",1
"TRAV19","TRAJ38","TRBV6-5","TRBJ1-3",1
"TRAV19","TRAJ39","TRBV18","TRBJ1-1",1
"TRAV19","TRAJ39","TRBV27","TRBJ2-7",1
"TRAV19","TRAJ4","TRBV10-2","TRBJ2-1",1
"TRAV19","TRAJ4","TRBV2","TRBJ2-1",1
"TRAV19","TRAJ4","TRBV3-1","TRBJ2-5",1
"TRAV19","TRAJ40","TRBV19","TRBJ1-2",1
"TRAV19","TRAJ40","TRBV19","TRBJ1-5",1
"TRAV19","TRAJ40","TRBV20-1","TRBJ1-2",1
"TRAV19","TRAJ40","TRBV20-1","TRBJ2-7",1
"TRAV19","TRAJ40","TRBV27","TRBJ1-1",1
"TRAV19","TRAJ40","TRBV28","TRBJ1-6",1
"TRAV19","TRAJ40","TRBV28","TRBJ2-1",1
"TRAV19","TRAJ40","TRBV7-2","TRBJ2-7",1
"TRAV19","TRAJ40","TRBV9","TRBJ2-1",1
"TRAV19","TRAJ40","TRBV9","TRBJ2-5",1
"TRAV19","TRAJ41","TRBV6-2","TRBJ2-2",1
"TRAV19","TRAJ41","TRBV7-3","TRBJ1-1",1
"TRAV19","TRAJ42","TRBV19","TRBJ2-1",1
"TRAV19","TRAJ42","TRBV28","TRBJ2-1",1
"TRAV19","TRAJ42","TRBV28","TRBJ2-3",1
"TRAV19","TRAJ44","TRBV2","TRBJ1-1",1
"TRAV19","TRAJ44","TRBV27","TRBJ2-2",1
"TRAV19","TRAJ45","TRBV12-3","TRBJ2-6",1
"TRAV19","TRAJ45","TRBV2","TRBJ2-3",1
"TRAV19","TRAJ47","TRBV25-1","TRBJ1-6",1
"TRAV19","TRAJ47","TRBV27","TRBJ2-1",1
"TRAV19","TRAJ48","TRBV10-3","TRBJ2-7",1
"TRAV19","TRAJ48","TRBV28","TRBJ2-1",1
"TRAV19","TRAJ48","TRBV4-1","TRBJ2-6",1
"TRAV19","TRAJ49","TRBV27","TRBJ2-1",1
"TRAV19","TRAJ49","TRBV5-1","TRBJ2-4",1
"TRAV19","TRAJ5","TRBV29-1","TRBJ2-7",1
"TRAV19","TRAJ50","TRBV4-1","TRBJ2-7",1
"TRAV19","TRAJ52","TRBV28","TRBJ1-5",1
"TRAV19","TRAJ52","TRBV5-1","TRBJ2-1",1
"TRAV19","TRAJ52","TRBV9","TRBJ2-1",1
"TRAV19","TRAJ53","TRBV13","TRBJ2-7",1
"TRAV19","TRAJ53","TRBV19","TRBJ2-4",1
"TRAV19","TRAJ53","TRBV5-4","TRBJ2-5",1
"TRAV19","TRAJ54","TRBV18","TRBJ1-1",1
"TRAV19","TRAJ54","TRBV27","TRBJ1-4",1
"TRAV19","TRAJ54","TRBV6-1","TRBJ2-7",1
"TRAV19","TRAJ56","TRBV5-6","TRBJ2-7",1
"TRAV19","TRAJ57","TRBV7-6","TRBJ2-2",1
"TRAV19","TRAJ57","TRBV9","TRBJ1-2",1
"TRAV19","TRAJ6","TRBV18","TRBJ2-2",1
"TRAV19","TRAJ6","TRBV19","TRBJ1-1",1
"TRAV19","TRAJ6","TRBV19","TRBJ1-5",1
"TRAV19","TRAJ6","TRBV24-1","TRBJ2-2",1
"TRAV19","TRAJ6","TRBV27","TRBJ2-1",1
"TRAV19","TRAJ7","TRBV6-5","TRBJ1-3",1
"TRAV19","TRAJ9","TRBV6-1","TRBJ1-2",1
"TRAV19","TRAJ9","TRBV9","TRBJ2-1",1
"TRAV2","TRAJ12","TRBV28","TRBJ2-6",1
"TRAV2","TRAJ13","TRBV28","TRBJ2-7",1
"TRAV2","TRAJ3","TRBV9","TRBJ2-1",1
"TRAV2","TRAJ34","TRBV11-2","TRBJ2-7",1
"TRAV2","TRAJ45","TRBV9","TRBJ2-1",1
"TRAV2","TRAJ8","TRBV13","TRBJ2-3",1
"TRAV20","TRAJ10","TRBV5-5","TRBJ1-1",1
"TRAV20","TRAJ13","TRBV20-1","TRBJ1-6",1
"TRAV20","TRAJ15","TRBV19","TRBJ2-2",1
"TRAV20","TRAJ15","TRBV28","TRBJ2-7",1
"TRAV20","TRAJ15","TRBV4-1","TRBJ2-1",1
"TRAV20","TRAJ15","TRBV5-4","TRBJ1-1",1
"TRAV20","TRAJ20","TRBV13","TRBJ1-5",1
"TRAV20","TRAJ21","TRBV3-1","TRBJ1-1",1
"TRAV20","TRAJ28","TRBV13","TRBJ1-5",1
"TRAV20","TRAJ30","TRBV9","TRBJ2-7",1
"TRAV20","TRAJ33","TRBV28","TRBJ2-7",1
"TRAV20","TRAJ33","TRBV4-1","TRBJ1-4",1
"TRAV20","TRAJ34","TRBV9","TRBJ2-2",1
"TRAV20","TRAJ37","TRBV4-1","TRBJ1-5",1
"TRAV20","TRAJ39","TRBV5-4","TRBJ2-5",1
"TRAV20","TRAJ4","TRBV20-1","TRBJ2-1",1
"TRAV20","TRAJ42","TRBV4-1","TRBJ2-2",1
"TRAV20","TRAJ43","TRBV2","TRBJ2-3",1
"TRAV20","TRAJ43","TRBV9","TRBJ2-2",1
"TRAV20","TRAJ45","TRBV12-3","TRBJ2-3",1
"TRAV20","TRAJ45","TRBV20-1","TRBJ2-2",1
"TRAV20","TRAJ45","TRBV3-1","TRBJ1-5",1
"TRAV20","TRAJ48","TRBV19","TRBJ2-3",1
"TRAV20","TRAJ5","TRBV24-1","TRBJ2-1",1
"TRAV20","TRAJ58","TRBV20-1","TRBJ2-3",1
"TRAV20","TRAJ6","TRBV20-1","TRBJ1-1",1
"TRAV20","TRAJ7","TRBV5-1","TRBJ1-2",1
"TRAV20","TRAJ9","TRBV4-1","TRBJ1-1",1
"TRAV21","TRAJ11","TRBV27","TRBJ2-2",1
"TRAV21","TRAJ12","TRBV7-9","TRBJ2-2",1
"TRAV21","TRAJ15","TRBV11-3","TRBJ2-1",1
"TRAV21","TRAJ15","TRBV4-3","TRBJ2-3",1
"TRAV21","TRAJ15","TRBV5-6","TRBJ2-2",1
"TRAV21","TRAJ15","TRBV6-5","TRBJ2-1",1
"TRAV21","TRAJ15","TRBV9","TRBJ2-1",1
"TRAV21","TRAJ18","TRBV27","TRBJ2-1",1
"TRAV21","TRAJ21","TRBV3-1","TRBJ2-3",1
"TRAV21","TRAJ21","TRBV6-5","TRBJ1-2",1
"TRAV21","TRAJ21","TRBV7-3","TRBJ1-2",1
"TRAV21","TRAJ21","TRBV9","TRBJ2-3",1
"TRAV21","TRAJ22","TRBV4-1","TRBJ2-7",1
"TRAV21","TRAJ24","TRBV13","TRBJ1-2",1
"TRAV21","TRAJ24","TRBV27","TRBJ1-5",1
"TRAV21","TRAJ26","TRBV27","TRBJ1-1",1
"TRAV21","TRAJ26","TRBV7-3","TRBJ2-3",1
"TRAV21","TRAJ27","TRBV19","TRBJ1-4",1
"TRAV21","TRAJ27","TRBV2","TRBJ2-2",1
"TRAV21","TRAJ27","TRBV5-6","TRBJ2-1",1
"TRAV21","TRAJ28","TRBV5-1","TRBJ2-7",1
"TRAV21","TRAJ29","TRBV7-9","TRBJ2-1",1
"TRAV21","TRAJ33","TRBV10-2","TRBJ1-1",1
"TRAV21","TRAJ37","TRBV15","TRBJ2-1",1
"TRAV21","TRAJ37","TRBV4-1","TRBJ1-2",1
"TRAV21","TRAJ37","TRBV5-1","TRBJ1-1",1
"TRAV21","TRAJ37","TRBV6-5","TRBJ2-3",1
"TRAV21","TRAJ39","TRBV27","TRBJ2-3",1
"TRAV21","TRAJ4","TRBV6-6","TRBJ1-4",1
"TRAV21","TRAJ41","TRBV18","TRBJ1-2",1
"TRAV21","TRAJ41","TRBV29-1","TRBJ1-4",1
"TRAV21","TRAJ41","TRBV3-1","TRBJ2-1",1
"TRAV21","TRAJ41","TRBV5-6","TRBJ1-2",1
"TRAV21","TRAJ43","TRBV10-3","TRBJ1-5",1
"TRAV21","TRAJ47","TRBV19","TRBJ2-6",1
"TRAV21","TRAJ49","TRBV12-3","TRBJ1-2",1
"TRAV21","TRAJ49","TRBV7-8","TRBJ2-3",1
"TRAV21","TRAJ50","TRBV6-5","TRBJ1-4",1
"TRAV21","TRAJ53","TRBV7-3","TRBJ2-3",1
"TRAV21","TRAJ53","TRBV9","TRBJ2-3",1
"TRAV21","TRAJ54","TRBV5-4","TRBJ2-7",1
"TRAV21","TRAJ54","TRBV9","TRBJ1-1",1
"TRAV21","TRAJ57","TRBV7-9","TRBJ1-2",1
"TRAV21","TRAJ57","TRBV9","TRBJ1-6",1
"TRAV21","TRAJ57","TRBV9","TRBJ2-1",1
"TRAV22","TRAJ12","TRBV20-1","TRBJ2-4",1
"TRAV22","TRAJ17","TRBV4-3","TRBJ1-3",1
"TRAV22","TRAJ20","TRBV6-5","TRBJ1-1",1
"TRAV22","TRAJ22","TRBV11-2","TRBJ2-3",1
"TRAV22","TRAJ28","TRBV14","TRBJ1-1",1
"TRAV22","TRAJ3","TRBV27","TRBJ1-6",1
"TRAV22","TRAJ30","TRBV6-1","TRBJ2-3",1
"TRAV22","TRAJ30","TRBV7-6","TRBJ1-3",1
"TRAV22","TRAJ32","TRBV6-1","TRBJ1-5",1
"TRAV22","TRAJ34","TRBV11-2","TRBJ2-1",1
"TRAV22","TRAJ34","TRBV28","TRBJ2-5",1
"TRAV22","TRAJ36","TRBV19","TRBJ1-1",1
"TRAV22","TRAJ40","TRBV27","TRBJ2-1",1
"TRAV22","TRAJ40","TRBV4-3","TRBJ2-3",1
"TRAV22","TRAJ42","TRBV19","TRBJ2-3",1
"TRAV22","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV22","TRAJ43","TRBV3-1","TRBJ2-3",1
"TRAV22","TRAJ44","TRBV4-3","TRBJ1-1",1
"TRAV22","TRAJ44","TRBV5-6","TRBJ1-2",1
"TRAV22","TRAJ45","TRBV2","TRBJ2-2",1
"TRAV22","TRAJ45","TRBV20-1","TRBJ2-7",1
"TRAV22","TRAJ45","TRBV27","TRBJ2-2",1
"TRAV22","TRAJ45","TRBV6-5","TRBJ2-3",1
"TRAV22","TRAJ45","TRBV9","TRBJ2-1",1
"TRAV22","TRAJ47","TRBV18","TRBJ1-4",1
"TRAV22","TRAJ47","TRBV5-4","TRBJ1-4",1
"TRAV22","TRAJ49","TRBV12-4","TRBJ2-3",1
"TRAV22","TRAJ50","TRBV12-4","TRBJ1-2",1
"TRAV22","TRAJ54","TRBV25-1","TRBJ2-2",1
"TRAV22","TRAJ57","TRBV27","TRBJ2-1",1
"TRAV22","TRAJ6","TRBV5-6","TRBJ2-7",1
"TRAV23/DV6","TRAJ17","TRBV6-2","TRBJ2-2",1
"TRAV23/DV6","TRAJ18","TRBV5-1","TRBJ2-1",1
"TRAV23/DV6","TRAJ26","TRBV7-3","TRBJ2-3",1
"TRAV23/DV6","TRAJ28","TRBV12-3","TRBJ2-3",1
"TRAV23/DV6","TRAJ3","TRBV11-2","TRBJ2-3",1
"TRAV23/DV6","TRAJ33","TRBV19","TRBJ2-1",1
"TRAV23/DV6","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV23/DV6","TRAJ43","TRBV27","TRBJ2-2",1
"TRAV23/DV6","TRAJ50","TRBV10-3","TRBJ1-1",1
"TRAV24","TRAJ11","TRBV10-2","TRBJ2-7",1
"TRAV24","TRAJ13","TRBV5-6","TRBJ2-7",1
"TRAV24","TRAJ15","TRBV7-6","TRBJ1-1",1
"TRAV24","TRAJ20","TRBV19","TRBJ1-3",1
"TRAV24","TRAJ20","TRBV30","TRBJ1-1",1
"TRAV24","TRAJ20","TRBV7-8","TRBJ2-1",1
"TRAV24","TRAJ21","TRBV27","TRBJ2-7",1
"TRAV24","TRAJ22","TRBV27","TRBJ2-1",1
"TRAV24","TRAJ23","TRBV25-1","TRBJ1-4",1
"TRAV24","TRAJ23","TRBV5-1","TRBJ2-3",1
"TRAV24","TRAJ23","TRBV5-6","TRBJ1-1",1
"TRAV24","TRAJ23","TRBV7-3","TRBJ1-1",1
"TRAV24","TRAJ23","TRBV9","TRBJ2-7",1
"TRAV24","TRAJ24","TRBV19","TRBJ2-5",1
"TRAV24","TRAJ26","TRBV28","TRBJ2-1",1
"TRAV24","TRAJ27","TRBV19","TRBJ2-7",1
"TRAV24","TRAJ27","TRBV25-1","TRBJ1-1",1
"TRAV24","TRAJ3","TRBV5-6","TRBJ2-1",1
"TRAV24","TRAJ3","TRBV6-5","TRBJ2-7",1
"TRAV24","TRAJ3","TRBV7-3","TRBJ2-1",1
"TRAV24","TRAJ30","TRBV28","TRBJ2-7",1
"TRAV24","TRAJ30","TRBV9","TRBJ1-2",1
"TRAV24","TRAJ31","TRBV19","TRBJ2-1",1
"TRAV24","TRAJ31","TRBV6-1","TRBJ2-7",1
"TRAV24","TRAJ33","TRBV10-2","TRBJ2-3",1
"TRAV24","TRAJ37","TRBV19","TRBJ1-5",1
"TRAV24","TRAJ37","TRBV19","TRBJ2-3",1
"TRAV24","TRAJ37","TRBV2","TRBJ2-1",1
"TRAV24","TRAJ37","TRBV4-1","TRBJ1-2",1
"TRAV24","TRAJ39","TRBV7-2","TRBJ2-5",1
"TRAV24","TRAJ42","TRBV19","TRBJ2-3",1
"TRAV24","TRAJ43","TRBV10-3","TRBJ2-2",1
"TRAV24","TRAJ44","TRBV19","TRBJ2-1",1
"TRAV24","TRAJ45","TRBV5-6","TRBJ2-3",1
"TRAV24","TRAJ47","TRBV10-3","TRBJ1-6",1
"TRAV24","TRAJ47","TRBV6-5","TRBJ2-5",1
"TRAV24","TRAJ49","TRBV27","TRBJ1-2",1
"TRAV24","TRAJ49","TRBV27","TRBJ2-7",1
"TRAV24","TRAJ49","TRBV30","TRBJ2-4",1
"TRAV24","TRAJ52","TRBV5-6","TRBJ1-4",1
"TRAV24","TRAJ52","TRBV7-3","TRBJ2-1",1
"TRAV24","TRAJ53","TRBV20-1","TRBJ2-7",1
"TRAV24","TRAJ53","TRBV5-6","TRBJ2-3",1
"TRAV24","TRAJ54","TRBV6-3","TRBJ1-2",1
"TRAV24","TRAV24","TRBV27","TRBJ2-1",1
"TRAV25","TRAJ11","TRBV6-5","TRBJ1-2",1
"TRAV25","TRAJ12","TRBV11-1","TRBJ2-1",1
"TRAV25","TRAJ18","TRBV28","TRBJ2-1",1
"TRAV25","TRAJ18","TRBV6-5","TRBJ1-6",1
"TRAV25","TRAJ20","TRBV10-3","TRBJ2-3",1
"TRAV25","TRAJ20","TRBV15","TRBJ1-5",1
"TRAV25","TRAJ20","TRBV6-1","TRBJ2-3",1
"TRAV25","TRAJ23","TRBV4-3","TRBJ1-4",1
"TRAV25","TRAJ24","TRBV7-3","TRBJ2-7",1
"TRAV25","TRAJ26","TRBV25-1","TRBJ1-2",1
"TRAV25","TRAJ27","TRBV4-1","TRBJ2-5",1
"TRAV25","TRAJ28","TRBV5-1","TRBJ2-7",1
"TRAV25","TRAJ30","TRBV19","TRBJ1-2",1
"TRAV25","TRAJ31","TRBV27","TRBJ2-4",1
"TRAV25","TRAJ31","TRBV6-5","TRBJ2-1",1
"TRAV25","TRAJ33","TRBV27","TRBJ2-3",1
"TRAV25","TRAJ33","TRBV5-1","TRBJ2-3",1
"TRAV25","TRAJ35","TRBV27","TRBJ2-1",1
"TRAV25","TRAJ40","TRBV6-1","TRBJ1-1",1
"TRAV25","TRAJ40","TRBV7-2","TRBJ2-1",1
"TRAV25","TRAJ42","TRBV19","TRBJ2-2",1
"TRAV25","TRAJ42","TRBV2","TRBJ2-5",1
"TRAV25","TRAJ43","TRBV27","TRBJ1-6",1
"TRAV25","TRAJ43","TRBV27","TRBJ2-1",1
"TRAV25","TRAJ44","TRBV19","TRBJ2-2",1
"TRAV25","TRAJ44","TRBV27","TRBJ2-2",1
"TRAV25","TRAJ45","TRBV28","TRBJ2-3",1
"TRAV25","TRAJ49","TRBV11-1","TRBJ1-2",1
"TRAV25","TRAJ49","TRBV27","TRBJ1-6",1
"TRAV25","TRAJ50","TRBV20-1","TRBJ2-4",1
"TRAV25","TRAJ50","TRBV25-1","TRBJ2-7",1
"TRAV25","TRAJ52","TRBV19","TRBJ1-5",1
"TRAV25","TRAJ52","TRBV19","TRBJ2-7",1
"TRAV25","TRAJ52","TRBV25-1","TRBJ2-2",1
"TRAV25","TRAJ52","TRBV6-5","TRBJ2-1",1
"TRAV25","TRAJ52","TRBV7-8","TRBJ2-2",1
"TRAV25","TRAJ53","TRBV3-1","TRBJ2-2",1
"TRAV25","TRAJ54","TRBV13","TRBJ2-3",1
"TRAV25","TRAJ54","TRBV19","TRBJ2-7",1
"TRAV25","TRAJ8","TRBV5-6","TRBJ2-3",1
"TRAV26-1","TRAJ13","TRBV7-9","TRBJ2-1",1
"TRAV26-1","TRAJ16","TRBV19","TRBJ1-1",1
"TRAV26-1","TRAJ20","TRBV7-9","TRBJ1-5",1
"TRAV26-1","TRAJ21","TRBV5-1","TRBJ1-6",1
"TRAV26-1","TRAJ21","TRBV5-1","TRBJ2-3",1
"TRAV26-1","TRAJ26","TRBV3-1","TRBJ2-3",1
"TRAV26-1","TRAJ29","TRBV5-6","TRBJ1-1",1
"TRAV26-1","TRAJ31","TRBV4-1","TRBJ1-1",1
"TRAV26-1","TRAJ31","TRBV6-1","TRBJ1-6",1
"TRAV26-1","TRAJ33","TRBV4-1","TRBJ2-1",1
"TRAV26-1","TRAJ36","TRBV9","TRBJ2-7",1
"TRAV26-1","TRAJ37","TRBV14","TRBJ2-3",1
"TRAV26-1","TRAJ39","TRBV12-3","TRBJ1-3",1
"TRAV26-1","TRAJ39","TRBV5-1","TRBJ2-5",1
"TRAV26-1","TRAJ4","TRBV2","TRBJ2-1",1
"TRAV26-1","TRAJ4","TRBV20-1","TRBJ2-1",1
"TRAV26-1","TRAJ40","TRBV7-9","TRBJ2-5",1
"TRAV26-1","TRAJ41","TRBV19","TRBJ1-1",1
"TRAV26-1","TRAJ42","TRBV10-3","TRBJ2-3",1
"TRAV26-1","TRAJ42","TRBV5-4","TRBJ1-3",1
"TRAV26-1","TRAJ43","TRBV13","TRBJ1-5",1
"TRAV26-1","TRAJ44","TRBV27","TRBJ1-5",1
"TRAV26-1","TRAJ48","TRBV7-9","TRBJ1-6",1
"TRAV26-1","TRAJ50","TRBV10-1","TRBJ2-1",1
"TRAV26-1","TRAJ54","TRBV20-1","TRBJ2-6",1
"TRAV26-1","TRAJ54","TRBV4-1","TRBJ1-2",1
"TRAV26-1","TRAJ54","TRBV5-1","TRBJ2-5",1
"TRAV26-1","TRAJ56","TRBV28","TRBJ1-3",1
"TRAV26-1","TRAJ57","TRBV20-1","TRBJ2-5",1
"TRAV26-1","TRAJ8","TRBV4-1","TRBJ1-5",1
"TRAV26-2","TRAJ12","TRBV20-1","TRBJ2-5",1
"TRAV26-2","TRAJ12","TRBV29-1","TRBJ2-2",1
"TRAV26-2","TRAJ17","TRBV13","TRBJ2-2",1
"TRAV26-2","TRAJ20","TRBV29-1","TRBJ2-7",1
"TRAV26-2","TRAJ32","TRBV24-1","TRBJ2-5",1
"TRAV26-2","TRAJ34","TRBV20-1","TRBJ1-1",1
"TRAV26-2","TRAJ36","TRBV18","TRBJ1-4",1
"TRAV26-2","TRAJ40","TRBV5-1","TRBJ2-3",1
"TRAV26-2","TRAJ41","TRBV9","TRBJ2-1",1
"TRAV26-2","TRAJ42","TRBV7-8","TRBJ1-2",1
"TRAV26-2","TRAJ43","TRBV20-1","TRBJ1-5",1
"TRAV26-2","TRAJ43","TRBV20-1","TRBJ2-5",1
"TRAV26-2","TRAJ43","TRBV30","TRBJ1-1",1
"TRAV26-2","TRAJ43","TRBV30","TRBJ2-4",1
"TRAV26-2","TRAJ43","TRBV5-1","TRBJ1-2",1
"TRAV26-2","TRAJ43","TRBV6-5","TRBJ1-2",1
"TRAV26-2","TRAJ43","TRBV7-6","TRBJ1-4",1
"TRAV26-2","TRAJ45","TRBV24-1","TRBJ2-6",1
"TRAV26-2","TRAJ45","TRBV5-6","TRBJ2-5",1
"TRAV26-2","TRAJ45","TRBV6-4","TRBJ2-7",1
"TRAV26-2","TRAJ47","TRBV13","TRBJ2-2",1
"TRAV26-2","TRAJ49","TRBV4-1","TRBJ2-7",1
"TRAV26-2","TRAJ52","TRBV28","TRBJ2-3",1
"TRAV26-2","TRAJ52","TRBV7-8","TRBJ2-7",1
"TRAV26-2","TRAJ52","TRBV9","TRBJ1-2",1
"TRAV27","TRAJ23","TRBV19","TRBJ2-1",1
"TRAV27","TRAJ23","TRBV6-1","TRBJ1-5",1
"TRAV27","TRAJ23","TRBV6-1","TRBJ2-1",1
"TRAV27","TRAJ27","TRBV19","TRBJ2-7",1
"TRAV27","TRAJ28","TRBV24-1","TRBJ2-2",1
"TRAV27","TRAJ28","TRBV9","TRBJ2-3",1
"TRAV27","TRAJ30","TRBV7-6","TRBJ2-1",1
"TRAV27","TRAJ31","TRBV27","TRBJ2-1",1
"TRAV27","TRAJ31","TRBV27","TRBJ2-7",1
"TRAV27","TRAJ34","TRBV28","TRBJ1-2",1
"TRAV27","TRAJ36","TRBV4-1","TRBJ2-7",1
"TRAV27","TRAJ36","TRBV6-3","TRBJ2-5",1
"TRAV27","TRAJ37","TRBV19","TRBJ2-1",1
"TRAV27","TRAJ40","TRBV19","TRBJ1-1",1
"TRAV27","TRAJ40","TRBV4-1","TRBJ1-5",1
"TRAV27","TRAJ42","TRBV19","TRBJ1-3",1
"TRAV27","TRAJ43","TRBV4-3","TRBJ2-1",1
"TRAV27","TRAJ43","TRBV6-6","TRBJ1-5",1
"TRAV27","TRAJ43","TRBV9","TRBJ2-3",1
"TRAV27","TRAJ45","TRBV16","TRBJ1-2",1
"TRAV27","TRAJ47","TRBV18","TRBJ1-1",1
"TRAV27","TRAJ49","TRBV19","TRBJ2-7",1
"TRAV27","TRAJ52","TRBV20-1","TRBJ1-2",1
"TRAV27","TRAJ52","TRBV4-1","TRBJ2-2",1
"TRAV27","TRAJ52","TRBV5-5","TRBJ1-1",1
"TRAV27","TRAJ9","TRBV7-8","TRBJ2-2",1
"TRAV27","TRAV27","TRBV19","TRBJ2-2",1
"TRAV27","TRAV27","TRBV19","TRBJ2-3",1
"TRAV29/DV5","TRAJ10","TRBV3-1","TRBJ2-1",1
"TRAV29/DV5","TRAJ10","TRBV6-5","TRBJ1-2",1
"TRAV29/DV5","TRAJ18","TRBV28","TRBJ2-2",1
"TRAV29/DV5","TRAJ20","TRBV19","TRBJ2-1",1
"TRAV29/DV5","TRAJ20","TRBV19","TRBJ2-7",1
"TRAV29/DV5","TRAJ21","TRBV28","TRBJ2-7",1
"TRAV29/DV5","TRAJ23","TRBV5-4","TRBJ2-1",1
"TRAV29/DV5","TRAJ23","TRBV9","TRBJ2-2",1
"TRAV29/DV5","TRAJ26","TRBV3-1","TRBJ2-7",1
"TRAV29/DV5","TRAJ26","TRBV7-9","TRBJ2-1",1
"TRAV29/DV5","TRAJ28","TRBV9","TRBJ1-5",1
"TRAV29/DV5","TRAJ29","TRBV12-4","TRBJ2-2",1
"TRAV29/DV5","TRAJ29","TRBV2","TRBJ1-3",1
"TRAV29/DV5","TRAJ29","TRBV29-1","TRBJ2-3",1
"TRAV29/DV5","TRAJ29","TRBV4-2","TRBJ2-2",1
"TRAV29/DV5","TRAJ29","TRBV7-9","TRBJ1-2",1
"TRAV29/DV5","TRAJ30","TRBV11-3","TRBJ2-3",1
"TRAV29/DV5","TRAJ30","TRBV6-5","TRBJ2-1",1
"TRAV29/DV5","TRAJ31","TRBV7-9","TRBJ2-7",1
"TRAV29/DV5","TRAJ32","TRBV2","TRBJ2-7",1
"TRAV29/DV5","TRAJ33","TRBV6-1","TRBJ2-7",1
"TRAV29/DV5","TRAJ34","TRBV10-3","TRBJ2-7",1
"TRAV29/DV5","TRAJ34","TRBV27","TRBJ1-1",1
"TRAV29/DV5","TRAJ36","TRBV4-3","TRBJ1-3",1
"TRAV29/DV5","TRAJ36","TRBV6-5","TRBJ1-2",1
"TRAV29/DV5","TRAJ36","TRBV7-2","TRBJ1-3",1
"TRAV29/DV5","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV29/DV5","TRAJ37","TRBV7-8","TRBJ1-2",1
"TRAV29/DV5","TRAJ39","TRBV14","TRBJ2-5",1
